388	46	F15B-021
389	58	F16K-031
390	370	G08C-015
391	667	H02J-013
392	55	G06C-001
393	61	G06C-003
394	1021	G06G-001
395	13	G09D-003
396	374	B60G-017
397	77	B60G-023
398	66	F25B-049
399	2005	G09B-019
400	113	G09G-001
401	270	G06F-101
402	42	H03C-003
403	1058	G01V-001
404	334	G07B-005
405	178	G07B-011
406	1	G05F-015
407	89	G06G-000
408	115688	G06F-021
409	305	G03B-039
410	75	A63H-033
411	94	G09B-017
412	319	G11B-031
413	571	B09B-005
414	102	B41B-001
415	155	B41J-011
416	6	B41J-017
417	26	B41J-025
418	3923	B41J-029
419	12	B41J-032
420	11	B41J-035
421	20	B65H-035
422	470	G11B-023
423	990	B60L-011
424	447	B60S-005
425	146	G07F-015
426	31	G03B-005
427	370	G03B-017
428	9	H01G-007
429	55	H03K-000
430	242	G03B-015
431	110	G01J-005
432	337	G01S-003
433	1460	G01S-005
434	1414	H04H-001
435	1677	H01L-023
436	572	G03G-015
437	1098	G03G-021
438	755	H04B-003
439	441	H04N-017
440	74	A61K-047
441	31774	G06Q-010
442	552	H04Q-001
443	261	G01D-004
444	500	G01R-033
445	4	G07G-007
446	165	G01D-007
447	289	G01T-001
448	35	G01T-007
449	140	G06N-001
450	5	B31F-005
451	6	B65H-018
452	14	B65H-019
453	1095	H04L-027
454	1084	G06T-013
455	158	G09G-000
456	9	B43L-007
457	9424	G06Q-040
458	163	A61M-001
459	372	A61N-001
460	268	G05D-007
461	3	F02M-023
462	50	G01D-000
463	282	H01Q-001
464	12	A45D-034
465	34	A61L-009
466	91	A61M-021
467	18	A63J-017
468	3	G02F-007
469	42	H04H-005
470	187	G01J-001
471	104	H01L-033
472	31	H01L-035
473	47	H01L-045
474	83	H01S-003
475	409	G01P-015
476	6762	G06N-005
477	482	G01N-023
478	137	G01V-005
479	68	G03B-042
480	100	H05G-001
481	2043	G03F-001
482	579	H04N-013
483	14	H02P-000
484	31	B41F-013
485	65	H03B-019
486	289	H03D-007
487	9	H03D-009
488	466	G01W-001
489	43	H04J-000
490	22	H04J-004
491	51	B65D-000
492	33	B65D-001
493	14	B65D-043
494	7	B65D-045
495	4	B65D-050
496	37	B65D-055
497	174	B65D-085
498	98	E05B-073
499	923	G01S-013
500	34534	G06Q-050
501	1555	G08B-021
502	238	H04Q-000
503	327	G01S-017
504	38	A63B-000
505	2	G06F-051
506	81	G10L-007
507	1527	G10L-011
508	2070	G10L-019
509	113	G05F-003
510	144	H02M-007
511	1313	G08B-025
512	618	G08B-001
513	69	H04L-017
514	407	A63F-005
515	59	G04G-001
516	17	H01H-043
517	98	A47F-010
518	169	G01K-001
519	39	G07G-000
520	1	H01C-029
521	52	G05D-000
522	103	G05D-005
523	52	G06F-016
524	236	B60K-023
525	584	B60K-028
526	407	B60R-011
527	2225	B60R-016
528	1721	G01M-017
529	796	G08B-029
530	36	G05B-005
531	1	B11C-027
532	136	G08C-025
533	2034	C12Q-001
534	94	G08C-021
535	8411	H04W-004
536	1249	H04W-024
537	754	H04W-064
538	2651	H04W-088
539	47	H05K-011
540	10	G01H-000
541	8	G10K-000
542	41	G01L-023
543	30	G01M-000
544	257	G01M-013
545	21	G01P-000
546	236	G01M-019
547	186	G06F-151
548	358	H04H-009
549	68	B22C-009
550	5	B22D-018
551	7	B22D-023
552	270	G09B-003
553	391	H01M-010
554	809	H02J-007
555	19	B07B-013
556	407	B07C-005
557	57	G01B-017
558	150	G07D-001
559	1910	G07D-009
560	4	B04B-015
561	360	G05D-023
562	10	F02P-003
563	6	F02P-007
564	9	F02P-015
565	223	H01J-037
566	56	H05H-001
567	178	G09F-000
568	281	A63F-001
569	581	B25J-009
570	4	G06F-075
571	11	H03D-000
572	382	H04B-015
573	41	G03B-037
574	123	H04N-003
575	7	A01K-093
576	14	C08G-063
577	5	C09D-167
578	152	G08C-023
579	19	H04N-052
580	66	B60P-001
581	4	G08K-005
582	343	G01J-003
583	1	G05F-024
584	26	F02F-001
585	75	G01F-017
586	98	G03B-019
587	65	H02P-005
588	217	A01B-069
589	157	G11C-013
590	20	C22F-001
591	431	G10H-007
592	144	B60Q-009
593	453	G01N-035
594	24	B29L-031
595	43	H04R-000
596	91	H02H-009
597	27	H01J-001
598	79	B07C-001
599	125	B65H-005
600	443	G07D-011
601	165	A41H-003
602	130	B41J-001
603	133	B41M-003
604	7	D06B-011
605	137	B21B-037
606	110	G03F-003
607	127	B41F-033
608	475	G01S-001
609	40	H03C-001
610	294	H05B-037
611	12	B03B-009
612	3	B03B-013
613	101	B09B-003
614	32	B29B-017
615	15	B02C-023
616	20	B02C-025
617	13	B07B-001
618	1	C10B-003
619	5	C10B-057
620	246	G01N-001
621	62	B32B-027
622	735	G11C-016
623	77	H03L-005
624	307	G01C-022
625	242	G01R-011
626	147	F02D-009
627	390	A61J-003
628	8	B30B-013
629	52	B30B-015
630	277	G01B-005
631	143	G01N-019
632	93	B41M-005
633	743	G11C-029
634	17	H03H-001
635	329	H01L-031
636	4	H03K-013
637	58	B65G-000
638	42	B65G-015
639	287	B65G-043
640	21	G01G-000
641	62	G06M-007
642	118	G01M-011
643	677	G02B-027
644	22	F16D-043
645	159	A01K-005
646	325	A61B-017
647	767	A61B-019
648	142	H01B-013
649	731	H04R-003
650	821	G07B-001
651	151	A61K-000
652	344	A61K-038
653	211	A61K-045
654	30	A61P-000
655	43	A61P-007
656	88	A61P-009
657	38	A61P-013
658	48	A61P-017
659	68	A61P-019
660	146	A61P-031
661	217	A61P-035
662	108	A61P-037
663	184	A61P-043
664	64	C07K-000
665	189	C07K-001
666	521	C07K-014
667	43	C07K-017
668	51	C07K-019
669	1	C07K-021
670	177	C12N-000
671	34	C12R-001
672	53	B42C-019
673	83	B65H-039
674	62	B65H-043
675	47	H03H-003
676	10	A45C-005
677	14	A45C-015
678	21	G12B-009
679	26	D03C-019
680	1	D06Q-000
681	73	B05D-003
682	12	D04H-001
683	2	H03K-001
684	27	G01D-015
685	587	G02F-001
686	166	B25J-019
687	1260	B60R-021
688	156	G01P-021
689	407	F24F-011
690	5	G01R-007
691	15	G06J-000
692	65	H04M-019
693	2030	G10K-015
694	138	G06G-003
695	107	G03H-001
696	81	H03H-019
697	12	B23C-001
698	7	B23C-009
699	247	B23Q-015
700	107	B41C-001
701	70	B44C-001
702	103	B60R-000
703	975	F02D-029
704	15	E05B-039
705	111	A01K-029
706	94	A01K-067
707	79	G07B-000
708	2	G06F-036
709	204	H04M-009
710	420	B60L-003
711	11	B61C-015
712	275	G01L-005
713	18	G05D-015
714	140	G05D-017
715	1	G01S-006
716	143	G01V-015
717	1	G07B-016
718	47	G11C-014
719	11	B23Q-035
720	147	D05B-019
721	44	D05B-021
722	94	D05C-005
723	9	D05C-007
724	10	D05C-017
725	14	D06H-007
726	75	B41J-013
727	2	B63G-000
728	21	H03H-000
729	238	G05D-011
730	4	H01J-035
731	62	B61L-000
732	10	B61L-007
733	165	B61L-023
734	364	B61L-027
735	44	H05K-010
736	149	H03G-005
737	499	H04R-001
738	171	H04S-001
739	304	H04S-007
740	36	G03F-000
741	266	A61B-001
742	545	G09F-003
743	110	G01R-015
744	4	B66C-005
745	30	B66C-015
746	24	A47B-021
747	15	A47B-037
748	114	G11C-000
749	67	G09F-005
750	65	G01C-007
751	101	H03D-003
752	1959	G09F-019
753	118	G07B-013
754	77	H01M-002
755	38	H01J-009
756	124	G09B-015
757	8	B21D-000
758	93	B21D-005
759	19	B21D-007
760	28	B21D-011
761	11	B21D-013
762	50	B21D-053
763	2	B21D-055
764	7	B23Q-000
765	3	E04C-000
766	460	E04G-021
767	2	B30B-011
768	1816	H04W-008
769	59	F23N-005
770	35	F24D-019
771	22	B63C-011
772	2	B23B-025
773	16	B24B-013
774	41	B24B-049
775	27	B24B-051
776	102	G02B-007
777	194	G02C-007
778	56	G01L-009
779	59	B29D-030
780	6	B60C-013
781	299	G01B-007
782	69	F17D-001
783	123	A63H-005
784	94	G04B-013
785	38	B01D-059
786	130	H01J-049
787	50	B64C-003
788	43	G04G-007
789	31	G04G-009
790	41	G09F-011
791	2	G60F-013
792	16	H02M-011
793	12	H03B-007
794	1	B03B-004
795	22	B62D-109
796	38	B62D-117
797	155	B62D-119
798	219	B62D-137
799	105	G01C-000
800	238	G01C-011
801	188	G01C-015
802	11	G08G-010
803	289	G01N-029
804	1	G03G-042
805	11	G06C-013
806	62	G08B-026
807	40	G21C-007
808	88	A61L-002
809	20	B65B-055
810	81	B65B-061
811	25	B65C-001
812	20	B65C-003
813	23	G05D-021
814	11	B41L-019
815	41	G08C-013
816	47	G06M-011
817	342	B62D-005
818	19	B62D-153
819	503	G01R-029
820	6	C03B-009
821	52	H01F-007
822	142	H02M-003
823	32	B42F-017
824	45	B22D-017
825	15	A22C-017
826	2702	G10L-021
827	1	B25B-009
828	9	B65G-007
829	362	B25J-013
830	49	G04G-015
831	80	G01N-017
832	382	G09F-027
833	142	G01R-035
834	2	H01J-041
835	84	B01D-053
836	120	G01K-007
837	34	G01N-005
838	117	G07G-005
839	32	H03B-021
840	5	B01D-029
841	41	G06K-003
842	69	H02J-004
843	558	G01C-023
844	940	G07F-009
845	535	G07F-011
846	31	B24B-001
847	3	C09G-000
848	2	C09G-001
849	3	C09K-000
850	13	C09K-003
851	1	A01K-053
852	180	G01C-019
853	16	A47C-003
854	216	B60N-002
855	60	G02B-000
856	253	G02B-005
857	15	B64C-017
858	325	G01D-009
859	380	H04J-011
860	46	H04K-000
861	78	H02J-000
862	231	E02F-003
863	19	D21H-021
864	27	A01C-015
865	228	G02B-006
866	34	G10H-003
867	7017	H04N-021
868	402	G11C-005
869	24	B41J-019
870	3	D06B-003
871	2	G01T-005
872	21	B28C-007
873	87	H02J-009
874	77	G01H-003
875	51	H01L-039
876	21	A47B-067
877	27	A47B-096
878	64	A47F-001
879	58	A47F-007
880	607	A61G-012
881	304	A61J-007
882	9	B66C-019
883	128	B21D-037
884	15	F03G-007
885	4	D01G-021
886	17	D01H-013
887	28	G06C-007
888	257	A61C-013
889	227	A61C-019
890	1	G05F-019
891	38	G02F-003
892	16	B23D-036
893	16	B23K-015
894	169	B23K-026
895	8	B26F-003
896	116	G01P-005
897	139	G08B-017
898	2137	B60W-010
899	1697	B60W-030
900	56	B62D-103
901	5	B62D-123
902	13	B62D-133
903	92	G07D-000
904	75	A41H-001
905	161	G01F-023
906	80	B62D-041
907	154	G06F-165
908	178	F02D-011
909	31	H01P-011
910	222	A23L-001
911	10	B60G-000
912	11	G04G-011
913	23	H04L-015
914	37	B21C-051
915	23	B21D-043
916	11	B63B-017
917	18	B63B-021
918	8	B63B-045
919	24	E02B-003
920	141	G08B-000
921	63	G08B-015
922	48	B05B-012
923	73	B05C-011
924	87	B05D-001
925	31	B05D-007
926	63	B23K-037
927	145	B25J-005
928	43	B23Q-003
929	246	G10L-000
930	4	A23B-004
931	7	A23B-007
932	12	B62H-003
933	9	E05B-071
934	106	A45D-044
935	46	A61K-007
936	25	B01F-013
937	59	B01F-015
938	36	B44D-003
939	243	B67D-005
940	24	B43M-003
941	124	G01P-013
942	49	B23K-011
943	64	B60P-003
944	109	B65G-063
945	47	G09F-015
946	95	H03K-023
947	9	C30B-025
948	111	G01N-011
949	38	G01F-000
950	178	A61J-001
951	82	A47B-081
952	3	A47B-085
953	18	A47B-097
954	412	H05K-005
955	586	H05K-007
956	164	B62D-001
957	7	E01H-001
958	39	B41J-015
959	83	B41B-027
960	23	B23H-001
961	203	B29C-033
962	80	H02G-001
963	125	H03K-021
964	77	G01V-000
965	405	A61F-002
966	67	A47G-033
967	98	C23C-016
968	72	G21K-001
969	89	E05G-001
970	235	G07D-013
971	577	H04Q-005
972	55	B60K-000
973	82	G10G-003
974	901	B60Q-001
975	312	B60R-001
976	27	H02B-015
977	6	G06C-027
978	23	G01V-013
979	11	B60C-003
980	14	B60C-009
981	76	B60C-011
982	510	B60C-019
983	506	H01L-025
984	1	A01D-073
985	28	A01F-012
986	116	G05D-013
987	36	G03B-031
988	88	B23K-031
989	30	B25J-003
990	57	G03B-007
991	13	E02F-000
992	62	B62B-003
993	114	G01B-009
994	109	H01Q-003
995	38	A47F-009
996	42	G07G-003
997	1	B25B-007
998	8	B23B-039
999	4	B23B-041
1000	176	H02H-007
1001	10	H02H-011
1002	7	C22B-003
1003	17	G06F-030
1004	81	B60K-020
1005	30	F16H-000
1006	39	F16H-103
1007	14	B08B-005
1008	1	D01H-011
1009	144	F25D-023
1010	45	G06M-001
1011	9	H03K-025
1012	127	G08B-003
1013	8	C30B-001
1014	48	G05G-009
1015	61	G06D-001
1016	85	B23K-009
1017	171	F02C-009
1018	21	G06M-000
1019	29	B65B-025
1020	7	H01F-013
1021	3	B21B-029
1022	3	C07G-001
1023	45	G10L-101
1024	127	H02P-009
1025	99	G01M-003
1026	368	C07H-021
1027	161	C12P-019
1028	1	G12B-003
1029	9	B29C-053
1030	16	G01H-007
1031	77	A01K-011
1032	57	G05D-016
1033	8273	G06Q-020
1034	63	G09C-003
1035	593	H04H-020
1036	185	H04H-040
1037	2	B23B-013
1038	65	B23P-015
1039	67	B23P-017
1040	22	B32B-001
1041	20	G03B-041
1042	26	G05B-024
1043	243	H01R-013
1044	152	H04S-005
1045	35	B62D-061
1046	3	B62D-151
1047	24	G01M-010
1048	51	G06C-000
1049	28	B65D-006
1050	1241	H04H-060
1051	1	H04N-004
1052	161	H04M-005
1053	1	H64B-013
1054	1	H05B-043
1055	26	G01F-022
1056	138	G02B-026
1057	31	H01J-003
1058	15	G01B-001
1059	11	G02C-001
1060	107	H02G-003
1061	8	B23K-007
1062	78	B26D-005
1063	24	B29C-049
1064	147	C07B-061
1065	7	B65H-067
1066	1	D01D-011
1067	3	D01D-013
1068	3	D01H-001
1069	84	F17D-005
1070	531	E02F-009
1071	110	G01C-005
1072	42	G04F-001
1073	13	G04G-003
1074	61	A61F-011
1075	1	B22C-011
1076	7	B22D-047
1077	132	B65B-057
1078	44	A41D-001
1079	11	B23F-023
1080	34	G08B-009
1081	11	G03G-009
1082	8	G21B-001
1083	29	D04B-015
1084	22	B21B-001
1085	4	B21B-003
1086	130	G01B-003
1087	2	C06F-011
1088	4	C22B-000
1089	37	B21J-005
1090	27	B21J-013
1091	49	E04F-013
1092	7	E04F-021
1093	35	E02F-005
1094	36	F15D-001
1095	232	B64D-043
1096	13	E06B-011
1097	133	B66C-013
1098	163	E04H-006
1099	1	H01S-029
1100	11	H01B-011
1101	10	H01B-017
1102	89	H01P-001
1103	60	C23F-001
1104	80	H01R-043
1105	227	G03B-021
1106	85	G04F-010
1107	8	B41J-027
1108	4	A63B-009
1109	2	B42B-009
1110	4	B42C-013
1111	3	B24B-017
1112	219	G05B-021
1113	89	E03B-001
1114	20	B43L-013
1115	18	D06P-005
1116	12	A21D-008
1117	52	A47J-027
1118	20	A47J-037
1119	28	G04G-013
1120	11	G06D-003
1121	72	B29C-047
1122	27	F02K-003
1123	40	F04D-027
1124	23	G60F-017
1125	5	B29D-023
1126	13	B29K-101
1127	3	B29K-103
1128	3	B29K-307
1129	2	B29K-309
1130	30	B32B-031
1131	30	E04C-003
1132	35	E04H-012
1133	15	F16L-009
1134	70	A45C-011
1135	147	B60L-001
1136	13	B21D-024
1137	64	B29C-065
1138	89	B65G-067
1139	1	F21P-005
1140	30	E03B-007
1141	50	G01K-011
1142	221	G01N-030
1143	2	F21M-003
1144	58	F21S-008
1145	31	F21V-005
1146	16	F21W-101
1147	39	F21Y-101
1148	15	B21D-039
1149	54	B60R-013
1150	7	F16B-005
1151	89	G09F-007
1152	9	F16G-001
1153	74	F41G-001
1154	112	F41G-003
1155	47	D06F-033
1156	10	D06F-058
1157	46	D06F-095
1158	41	H04R-009
1159	1023	B60T-007
1160	479	G03B-027
1161	211	G09B-025
1162	506	H05K-001
1163	14	G21D-001
1164	229	B62D-065
1165	9	B65G-060
1166	1703	B65G-061
1167	185	A41H-043
1168	12	G05B-006
1169	21	H01R-029
1170	53	H01R-031
1171	6	H03K-012
1172	61	G01P-001
1173	32	G01P-007
1174	5	A44C-003
1175	7	F02M-003
1176	17	G05B-007
1177	208	G21K-005
1178	24	G21C-005
1179	44	B21D-028
1180	3	B29C-061
1181	7	C03C-003
1182	20	C04B-035
1183	15	H01J-005
1184	340	H02H-003
1185	5	A47B-019
1186	42	B41M-001
1187	140	B66B-003
1188	19	B26F-001
1189	5	E04F-011
1190	718	E21B-047
1191	610	G01V-003
1192	45	A01H-001
1193	43	A01H-005
1194	339	C12N-009
1195	14	A47F-000
1196	43	B42D-000
1197	8	E04H-000
1198	61	E04H-003
1199	23	A01C-023
1200	26	A01M-007
1201	29	B07C-007
1202	33	G03D-015
1203	13	B05B-007
1204	8	C23C-004
1205	14	C25D-005
1206	7	C25D-017
1207	156	B64G-001
1208	14	F01N-001
1209	11	B26D-003
1210	29	B26D-007
1211	67	G08B-007
1212	21	G01R-017
1213	67	G01K-017
1214	141	B65H-003
1215	8	G06M-009
1216	146	G01C-017
1217	25	B22C-007
1218	588	G01N-031
1219	19	A22B-005
1220	7	A22B-007
1221	16	A63J-023
1222	38	A61C-001
1223	12	A61G-015
1224	23	G21C-019
1225	16	G10H-000
1226	118	G01H-001
1227	6	B07C-017
1228	126	B23P-019
1229	38	H04N-015
1230	15	H02K-000
1231	34	F16L-055
1232	20	B23H-007
1233	148	G01C-009
1234	27	G03C-003
1235	15	G03D-013
1236	35	E04B-007
1237	4	B21B-013
1238	66	G01F-025
1239	94	H01R-012
1240	7	H01R-023
1241	14	G08G-007
1242	84	A47F-005
1243	125	A47G-029
1244	13	H01F-010
1245	72	H01L-043
1246	48	F01K-013
1247	4113	G06Q-099
1248	88	B66B-001
1249	2	F01L-003
1250	18	F02M-021
1251	381	B61L-025
1252	138	A61K-009
1253	17	B01J-004
1254	27	G04F-003
1255	145	B32B-003
1256	68	G09F-013
1257	12	A41H-042
1258	4	A43D-008
1259	2	B68G-007
1260	4	C14B-005
1261	20	G01T-003
1262	365	H04N-101
1263	79	E02D-017
1264	106	G08B-031
1265	44	C21D-011
1266	3	B22C-005
1267	2	B22C-025
1268	252	G01H-017
1269	30	H01R-000
1270	61	H01R-024
1271	23	H01R-033
1272	174	B60H-001
1273	353	B60R-022
1274	1	H06N-000
1275	494	A61K-031
1276	2	B60B-017
1277	46	F16L-001
1278	299	B42D-011
1279	13	D06H-003
1280	6	B65G-003
1281	12	C22B-001
1282	1	H03H-013
1283	48	G08G-009
1284	36	F01L-013
1285	31	F02B-017
1286	18	F02B-023
1287	160	F02D-013
1288	20	F02D-033
1289	18	F02M-061
1290	80	G01N-009
1291	122	B01J-019
1292	159	G01C-003
1293	50	G08G-003
1294	14	E01F-013
1295	24	G09D-001
1296	46	B29C-041
1297	45	B44F-001
1298	90	H03B-005
1299	12	H03J-003
1300	26	H03L-001
1301	93	G10G-001
1302	2	H03L-003
1303	1	B22C-021
1304	60	F02B-033
1305	2	F15C-003
1306	32	G01G-009
1307	25	G01G-013
1308	26	G01G-017
1309	54	G07D-003
1310	52	G07F-001
1311	45	G03B-035
1312	4	G03C-009
1313	38	H01H-003
1314	30	H01H-025
1315	181	A61N-005
1316	132	B65H-001
1317	20	B65H-026
1318	204	B60T-017
1319	18	B61H-013
1320	7	D03D-051
1321	54	G01C-001
1322	122	G09B-000
1323	52	E21B-017
1324	317	E21B-044
1325	1	G46F-017
1326	85	G01N-024
1327	49	A61L-027
1328	115	B66B-005
1329	257	E04H-001
1330	44	F01P-007
1331	68	F02B-037
1332	42	F02D-031
1333	57	F02M-007
1334	89	G01F-009
1335	37	G07D-005
1336	1	G10B-003
1337	8	G10C-003
1338	2	G10D-015
1339	7	G04C-000
1340	3	B21D-033
1341	41	B60K-015
1342	19	B64D-037
1343	41	B65D-090
1344	2	E04G-025
1345	24	C21D-009
1346	15	E02D-033
1347	3	E02D-035
