184;565;717;642;26
185;33;980;150;1
186;949;954;318;51
187;654;245;700;15
188;839;785;249;42
189;844;126;604;16
190;311;642;528;45
191;535;421;510;37
192;193;569;310;27
193;332;988;297;56
194;348;33;534;41
195;247;579;50;31
196;908;800;900;18
197;724;418;488;65
198;707;17;937;85
199;44;785;554;6
200;555;760;294;2
201;311;260;223;48
202;130;103;412;70
203;210;923;863;88
204;702;292;435;92
205;284;234;670;52
206;89;819;39;81
207;530;198;891;67
208;823;932;331;71
209;604;17;697;95
210;827;327;305;3
211;988;305;925;97
212;610;568;470;69
213;559;490;975;61
214;562;780;110;16
215;65;630;198;62
216;544;939;426;59
217;413;504;204;20
218;357;446;36;33
219;106;256;880;34
220;355;746;815;45
221;591;3;886;13
222;39;440;301;5
223;43;874;410;30
224;608;874;747;2
225;465;120;428;14
226;672;32;671;48
227;310;468;553;83
228;782;848;340;72
229;98;177;252;49
230;252;266;493;31
231;345;177;751;1
232;393;82;1000;64
233;957;119;537;74
234;42;418;330;13
235;808;881;486;78
236;260;263;137;70
237;901;399;70;14
238;479;409;127;32
239;842;485;699;38
240;409;606;862;59
241;217;819;193;53
242;115;45;188;11
243;260;354;551;93
244;621;785;542;48
245;892;806;773;49
246;978;794;186;89
247;637;892;306;60
248;73;68;463;7
249;374;249;275;78
250;60;171;872;10
251;352;221;517;63
252;443;553;119;27
253;624;536;999;66
254;529;718;630;11
255;473;423;208;33
256;890;502;826;64
257;560;246;502;36
258;42;21;616;15
259;906;316;862;67
260;183;324;558;44
261;957;757;797;8
262;240;252;819;30
263;906;695;455;50
264;470;794;542;97
265;133;91;271;68
266;59;377;219;91
267;979;191;654;80
268;756;313;286;11
269;876;399;50;79
270;467;384;421;35
271;612;578;313;95
272;331;233;676;93
273;972;252;175;42
274;461;611;470;99
275;729;85;48;21
276;494;479;686;34
277;980;204;872;98
278;313;188;826;65
279;391;957;174;21
280;236;541;69;43
281;708;166;273;17
282;944;845;499;90
283;719;22;68;76
284;5;651;312;83
285;503;653;927;52
286;216;374;945;76
287;951;661;556;38
288;798;810;24;20
289;858;546;405;9
290;215;409;916;34
291;922;932;311;5
292;860;723;240;61
293;463;5;157;10
294;984;66;452;8
295;343;425;240;43
296;75;885;117;92
297;532;753;676;78
298;165;224;134;50
299;624;647;235;50
300;249;909;38;20
301;829;683;276;13
302;279;329;765;19
303;188;211;654;10
304;994;938;450;43
305;820;740;959;74
306;656;262;848;18
307;576;970;867;11
308;556;388;891;65
309;828;979;159;15
310;597;121;267;19
311;528;64;964;27
312;944;588;449;98
313;164;457;525;84
314;144;282;479;58
315;281;490;255;46
316;41;598;94;4
317;110;532;175;49
318;204;832;793;15
319;23;68;291;13
320;518;552;795;21
321;118;150;382;62
322;768;999;796;95
323;863;875;346;41
324;161;977;789;29
325;633;236;70;65
326;626;204;189;46
327;675;490;988;100
328;566;692;213;74
329;861;678;17;25
330;410;189;338;73
331;592;707;230;7
332;745;558;121;44
333;269;6;803;35
334;480;741;645;62
335;790;173;387;7
336;430;824;32;68
337;958;767;903;76
338;935;932;526;24
339;700;800;454;40
340;272;452;990;27
341;514;145;877;5
342;79;378;176;95
343;53;819;575;46
344;99;345;565;74
345;958;676;926;54
346;599;197;797;18
347;749;418;232;98
348;191;646;306;6
349;266;526;978;45
350;649;702;895;96
351;492;924;134;6
352;450;257;71;1
353;482;484;413;70
354;838;113;22;44
355;991;435;596;24
356;516;645;230;51
357;412;165;942;35
358;953;469;253;56
359;518;416;137;86
360;1;761;871;63
361;559;322;230;81
362;999;213;11;82
363;657;274;730;99
364;411;190;487;52
365;246;526;812;29
366;364;635;256;66
367;909;496;644;25
368;719;578;870;57
369;683;815;877;26
370;12;518;381;9
371;149;931;109;79
372;583;487;69;56
373;381;186;641;44
374;387;649;723;90
375;893;938;941;44
376;836;426;475;79
377;650;395;116;48
378;265;704;845;15
379;137;182;71;81
380;343;831;678;98
381;461;666;352;84
382;217;40;682;11
383;220;562;410;50
384;913;512;964;21
385;883;754;22;12
386;39;291;978;42
387;758;637;56;28
388;158;870;71;18
389;17;266;340;16
390;54;11;694;52
391;826;405;959;93
392;851;466;943;48
393;326;202;468;67
394;765;905;297;75
395;867;712;549;61
396;858;991;942;89
397;665;501;906;62
398;522;84;723;50
399;567;469;955;66
400;117;167;299;27
401;412;282;238;83
402;800;703;758;100
403;758;690;337;35
404;635;483;880;83
405;105;297;644;97
406;559;301;282;24
407;303;358;279;74
408;756;881;959;3
409;262;982;925;35
410;239;489;806;53
411;281;152;424;21
412;368;902;781;10
413;82;301;418;27
414;329;949;597;99
415;644;838;269;62
416;631;3;666;89
417;116;106;510;60
418;265;400;35;47
419;603;423;967;69
420;64;911;811;87
421;167;64;940;30
422;253;487;647;92
423;220;721;365;44
424;877;170;717;68
425;344;939;683;29
426;217;598;612;15
427;778;859;297;67
428;39;515;759;86
429;782;212;432;16
430;122;792;533;14
431;193;659;224;91
432;127;585;291;82
433;289;262;657;86
434;537;753;949;24
435;993;613;939;93
436;826;914;725;8
437;697;584;680;90
438;786;529;244;1
439;905;589;368;20
440;802;837;844;11
441;425;600;232;51
442;761;821;74;32
443;991;212;783;67
444;950;119;265;36
445;981;183;501;42
446;802;223;181;44
447;450;231;613;32
448;258;647;942;22
449;871;980;925;69
450;175;466;135;34
451;445;171;626;56
452;351;526;342;86
453;777;988;901;51
454;945;460;810;48
455;369;576;162;4
456;990;12;424;11
457;380;119;820;81
458;449;272;780;68
459;395;866;638;13
460;540;120;62;81
461;356;387;202;58
462;292;617;897;4
463;802;443;234;48
464;617;284;864;80
465;770;950;666;73
466;342;402;492;13
467;765;426;665;58
468;365;997;735;94
469;416;163;356;52
470;614;215;907;13
471;726;455;983;8
472;576;584;785;73
473;291;698;773;82
474;19;751;376;86
475;493;103;349;21
476;637;984;954;71
477;655;853;531;93
478;74;36;672;47
479;731;704;969;56
480;326;137;962;9
481;856;266;893;20
482;785;92;83;46
483;880;665;199;3
484;271;37;100;43
485;568;788;236;24
486;915;577;742;96
487;634;838;502;42
488;245;235;777;31
489;35;250;365;63
490;867;382;674;1
491;960;874;773;89
492;966;497;662;49
493;879;624;566;17
494;486;825;835;73
495;446;87;79;6
496;642;913;351;4
497;628;136;508;71
498;83;995;27;3
499;62;497;237;70
500;653;99;422;79
501;28;159;207;96
502;42;555;854;10
503;835;17;2;88
504;468;500;365;39
505;970;444;443;21
506;946;519;341;59
507;847;633;773;20
508;141;288;783;18
509;818;623;39;40
510;74;35;345;77
511;922;337;591;37
512;591;769;110;42
513;913;806;867;48
514;20;648;398;46
515;738;951;962;79
516;890;144;51;92
517;537;735;338;7
518;543;919;823;75
519;457;378;166;8
520;724;417;152;50
521;336;37;20;72
522;410;407;166;47
523;636;398;338;34
524;1000;949;18;54
525;21;1000;121;55
526;120;298;583;73
527;294;498;144;51
528;640;747;527;60
529;610;960;474;96
530;781;33;736;51
531;491;185;786;6
532;818;768;747;14
533;827;714;243;66
534;779;32;670;38
535;456;45;576;54
536;238;90;465;51
537;621;628;12;29
538;41;929;52;22
539;783;134;21;12
540;52;501;158;87
541;416;921;718;60
542;765;49;60;11
543;380;359;899;89
544;808;257;729;61
545;148;886;451;19
546;863;943;153;54
547;172;92;123;69
548;958;139;607;59
549;822;496;332;17
550;837;983;325;29
551;591;274;216;80
552;137;372;38;84
553;54;760;975;15
554;237;797;672;47
555;265;1000;454;46
556;119;333;169;60
557;59;165;156;64
558;975;79;2;66
559;542;707;349;74
560;562;606;942;43
561;84;918;518;78
562;487;613;226;89
563;535;162;762;90
564;266;619;612;87
565;619;935;958;58
566;331;48;797;99
567;606;214;694;85
568;96;799;554;91
569;292;837;895;24
570;584;804;292;89
571;760;790;114;80
572;200;848;172;92
573;90;869;832;59
574;625;933;795;41
575;332;526;65;65
576;752;245;690;1
577;25;896;446;32
578;197;916;656;64
579;569;160;847;96
580;194;753;738;79
581;61;903;106;9
582;753;106;127;5
583;1;219;991;1
584;244;772;374;41
585;283;854;644;92
586;454;786;232;69
587;953;465;495;98
588;335;222;702;96
589;664;586;848;21
590;468;187;329;2
591;339;560;372;98
592;876;859;57;47
593;934;520;674;1
594;386;248;919;2
595;370;517;994;70
596;524;340;721;76
597;76;182;688;39
598;48;798;138;68
599;307;761;521;97
600;396;522;964;44
601;652;530;887;40
602;886;927;536;85
603;942;148;921;28
604;404;857;582;20
605;163;225;373;16
606;130;699;219;4
607;336;353;311;26
608;672;916;403;40
609;991;278;623;85
610;83;82;839;77
611;991;178;395;2
612;242;317;146;99
613;902;670;187;4
614;354;443;975;93
615;415;689;985;78
616;976;12;981;32
617;957;590;579;93
618;43;292;133;83
619;193;617;220;22
620;401;390;670;98
621;18;610;528;91
622;421;849;707;3
623;912;428;214;65
624;725;412;875;21
625;26;621;351;91
626;778;254;623;87
627;546;196;782;69
628;574;918;63;61
629;641;913;314;57
630;66;296;622;87
631;671;412;459;79
632;276;343;944;99
633;728;418;375;79
634;135;181;368;69
635;496;42;432;15
636;151;971;763;93
637;31;122;912;55
638;244;309;606;58
639;57;394;441;19
640;505;586;650;41
641;182;550;950;17
642;244;762;431;16
643;482;963;654;57
644;685;354;200;85
645;999;70;163;6
646;120;523;108;46
647;731;66;399;100
648;387;129;387;36
649;818;664;270;1
650;273;508;556;67
651;269;278;8;74
652;876;350;148;89
653;755;453;458;1
654;556;695;286;74
655;936;71;948;57
656;806;126;284;62
657;185;411;832;20
658;153;71;963;79
659;156;85;485;37
660;26;833;328;54
661;876;201;247;22
662;51;427;379;62
663;240;782;888;18
664;689;55;346;58
665;548;441;934;36
666;339;355;77;83
667;12;47;334;38
668;518;84;389;85
669;215;559;519;99
670;112;341;949;58
671;497;699;997;56
672;800;813;12;97
673;522;822;820;48
674;843;98;816;78
675;591;950;536;17
676;241;524;450;17
677;161;823;420;52
678;522;256;785;19
679;285;685;806;1
680;120;277;183;31
681;386;155;633;94
682;402;404;570;8
683;979;723;924;60
684;619;268;618;52
685;975;812;789;47
686;937;661;701;92
687;167;928;200;38
688;490;45;872;18
689;354;701;662;49
690;137;645;360;15
691;410;964;357;92
692;333;802;425;72
693;73;324;783;55
694;116;538;724;13
695;927;297;728;11
696;37;480;794;62
697;284;217;1000;19
698;862;53;604;67
699;679;633;357;73
700;281;943;569;21
701;57;202;660;35
702;778;496;415;51
703;375;581;656;23
704;879;669;244;91
705;549;553;544;94
706;855;814;9;39
707;657;139;244;92
708;741;208;262;7
709;462;922;851;6
710;566;136;9;22
711;419;379;309;75
712;375;581;435;38
713;980;565;136;79
714;581;102;264;92
715;482;475;484;31
716;657;1000;92;15
717;14;41;751;97
718;368;111;619;64
719;715;379;263;30
720;88;775;327;63
721;953;964;201;80
722;796;815;420;55
723;479;131;14;63
724;577;377;798;79
725;422;189;420;78
726;676;95;201;82
727;19;790;369;6
728;600;526;860;26
729;5;754;464;74
730;940;771;95;92
731;658;90;797;9
732;28;722;394;18
733;602;878;521;32
734;123;278;87;6
735;834;279;918;47
736;691;307;216;17
737;897;171;815;98
738;892;519;678;80
739;512;765;996;57
740;888;880;269;87
741;601;817;94;35
742;70;536;796;99
743;37;953;84;59
744;30;920;507;79
745;213;831;393;53
746;543;413;841;39
747;117;454;811;76
748;110;654;658;22
749;296;290;997;62
750;872;407;467;9
751;979;950;385;37
752;475;689;104;96
753;920;503;313;16
754;61;886;627;54
755;718;767;312;58
756;73;255;658;37
757;87;83;299;23
758;579;323;257;79
759;309;622;797;38
760;382;539;507;29
761;262;69;82;90
762;25;126;38;88
763;473;632;580;17
764;569;183;13;10
765;725;905;957;77
766;577;389;980;90
767;335;171;338;43
768;170;332;839;61
769;552;871;412;2
770;4;829;823;37
771;477;685;611;75
772;176;729;610;53
773;192;262;577;13
774;676;207;80;5
775;813;194;357;18
776;319;97;845;32
777;792;31;474;51
778;267;595;702;24
779;206;822;698;84
780;238;443;418;66
781;960;580;36;91
782;74;204;384;48
783;18;264;727;81
784;205;493;405;66
785;707;645;740;98
786;695;850;69;96
787;56;966;697;40
788;44;413;808;49
789;168;257;276;63
790;198;842;499;65
791;301;687;732;67
792;579;622;358;83
793;703;102;141;59
794;190;939;300;8
795;945;586;403;64
796;930;294;344;28
797;941;268;702;12
798;599;561;101;6
799;165;32;204;76
800;286;30;432;95
801;62;60;225;85
802;643;448;556;40
803;268;53;58;100
804;910;232;523;80
805;169;481;113;85
806;417;726;533;26
807;552;157;218;10
808;274;605;230;85
809;613;438;18;60
810;13;442;497;63
811;936;627;953;3
812;816;222;920;45
813;861;816;636;11
814;293;422;6;88
815;805;61;602;71
816;400;259;756;11
817;373;521;384;90
818;612;502;841;3
819;697;985;37;8
820;808;263;898;92
821;888;240;301;50
822;185;340;182;96
823;518;922;477;56
824;565;826;347;71
825;881;553;113;86
826;457;530;473;3
827;429;728;653;65
828;807;30;740;47
829;799;980;598;67
830;293;535;544;31
831;663;387;84;8
832;149;389;551;83
833;137;423;210;35
834;45;779;991;55
835;167;83;927;13
836;216;89;156;94
837;832;577;221;96
838;433;901;780;58
839;101;283;960;67
840;214;759;259;45
841;764;857;477;83
842;997;471;371;18
843;362;259;618;29
844;59;291;353;20
845;793;108;713;70
846;985;118;162;54
847;670;1000;468;39
848;365;977;51;36
849;410;570;367;70
850;705;545;248;88
851;565;485;868;76
852;410;621;670;60
853;556;251;90;38
854;596;761;139;33
855;254;43;212;92
856;609;86;876;59
857;976;130;570;68
858;39;30;655;14
859;423;909;304;23
860;904;163;709;83
861;697;671;194;5
862;485;847;661;23
863;517;118;157;79
864;956;574;317;24
865;430;46;865;2
866;747;64;284;86
867;197;244;740;79
868;526;859;888;26
869;863;677;401;69
870;629;87;47;63
871;133;992;263;45
872;625;994;232;97
873;258;33;319;88
874;978;83;33;74
875;518;353;401;94
876;237;416;184;36
877;575;961;779;97
878;453;990;40;9
879;269;525;941;31
880;135;397;942;35
881;469;233;352;55
882;205;802;59;70
883;307;225;382;59
884;741;520;947;41
885;427;915;889;37
886;961;222;33;13
887;560;36;170;62
888;825;110;941;46
889;7;6;114;85
890;538;511;389;89
891;746;193;146;59
892;905;888;237;2
893;920;428;471;54
894;83;802;728;6
895;912;558;402;57
896;738;657;986;34
897;25;943;904;29
898;933;602;497;46
899;267;250;858;42
900;917;865;273;76
901;404;103;95;63
902;418;161;119;33
903;326;29;332;69
904;842;246;998;14
905;133;705;46;92
906;994;715;862;48
907;62;952;873;73
908;459;592;72;16
909;704;919;245;87
910;818;383;649;52
911;688;974;64;12
912;240;522;616;79
913;814;523;207;89
914;849;747;871;2
915;176;997;895;4
916;442;339;919;67
917;934;357;962;44
918;774;108;813;3
919;171;345;381;66
920;912;253;104;10
921;843;161;159;96
922;698;238;988;88
923;48;137;29;89
924;441;29;557;31
925;226;634;514;70
926;529;613;574;76
927;15;29;449;58
928;627;947;609;72
929;92;709;109;34
930;977;169;157;91
931;520;790;467;22
932;187;138;775;35
933;939;943;686;26
934;363;578;105;6
935;638;944;372;69
936;399;850;668;5
937;904;820;660;52
938;825;483;707;36
939;565;822;455;44
940;180;988;560;76
941;79;611;963;1
942;344;268;443;65
943;967;344;597;18
944;370;715;244;87
945;700;248;598;55
946;52;34;93;63
947;508;635;761;58
948;996;357;600;1
949;756;659;227;24
950;367;772;469;49
951;363;827;196;6
952;11;480;354;25
953;567;811;780;81
954;63;770;869;60
955;774;47;882;8
956;2;507;448;66
957;30;331;192;17
958;902;934;493;67
959;745;461;831;27
960;72;130;184;88
961;115;473;443;93
962;835;693;285;27
963;881;583;914;19
964;525;350;628;71
965;588;914;426;16
966;953;808;379;32
967;128;340;600;75
968;68;340;746;6
969;931;3;39;38
970;262;750;96;42
971;775;320;603;92
972;241;645;954;39
973;322;418;365;56
974;463;99;364;30
975;974;882;60;85
976;151;679;276;19
977;86;391;385;47
978;594;612;728;56
979;363;277;225;66
980;117;205;783;48
981;252;211;102;44
982;777;792;338;29
983;175;744;421;73
984;717;364;23;52
985;829;386;111;31
986;981;118;411;84
987;138;753;761;49
988;204;497;302;38
989;811;170;390;97
990;509;407;753;1
991;908;755;54;68
992;927;156;481;22
993;127;403;581;41
994;270;210;144;53
995;530;145;640;43
996;259;728;744;65
997;593;27;797;97
998;606;346;231;56
999;39;727;538;27
1000;218;893;835;2
1001;406;546;488;1
1002;540;43;902;64
1003;338;361;560;81
1004;518;111;398;1
1005;456;164;158;98
1006;174;763;256;84
1007;325;623;730;76
1008;273;551;107;17
1009;58;100;867;92
1010;574;489;54;24
1011;405;754;616;22
1012;86;925;409;36
1013;105;944;978;8
1014;252;431;512;32
1015;234;610;598;20
1016;295;238;964;7
1017;575;655;183;12
1018;863;334;636;60
1019;232;941;450;72
1020;664;633;985;11
1021;84;651;198;62
1022;539;498;881;87
1023;879;817;81;40
1024;495;482;470;3
1025;481;20;884;45
1026;611;705;449;17
1027;414;680;942;6
1028;238;909;177;78
1029;724;37;163;27
1030;520;705;878;9
1031;142;652;702;4
1032;726;217;416;3
1033;800;522;693;99
1034;744;79;853;11
1035;247;796;592;78
1036;667;512;184;17
1037;232;883;818;33
1038;727;601;820;76
1039;648;554;332;40
1040;663;372;332;11
1041;128;340;380;7
1042;85;640;657;81
1043;838;154;536;38
1044;844;441;163;80
1045;79;822;154;15
1046;9;384;469;10
1047;724;657;617;28
1048;51;341;554;98
1049;610;883;334;32
1050;803;649;853;46
1051;547;789;623;64
1052;377;834;731;20
1053;296;105;236;96
1054;936;560;718;95
1055;149;184;343;43
1056;509;764;507;77
1057;600;969;436;16
1058;494;346;123;38
1059;888;996;914;27
1060;853;527;155;25
1061;663;668;166;65
1062;59;336;803;95
1063;969;838;826;21
1064;874;897;944;19
1065;223;92;666;12
1066;384;427;762;58
1067;592;372;926;71
1068;7;91;247;28
1069;519;126;260;78
1070;751;513;881;93
1071;887;589;748;14
1072;477;718;936;90
1073;630;561;767;47
1074;598;619;20;63
1075;405;38;674;58
1076;989;54;119;1
1077;131;718;418;41
1078;569;828;201;88
1079;255;127;498;59
1080;148;578;728;39
1081;200;202;82;72
1082;373;582;177;89
1083;905;638;948;73
1084;3;320;207;48
1085;52;915;311;47
1086;419;638;444;21
1087;639;797;863;8
1088;954;684;232;11
1089;370;198;330;1
1090;461;547;454;97
1091;850;523;942;65
1092;476;526;456;55
1093;723;47;83;50
1094;641;733;623;69
1095;474;51;665;31
1096;917;460;35;66
1097;34;4;965;40
1098;149;504;507;19
1099;152;599;143;100
1100;128;740;913;68
1101;976;661;129;51
1102;629;782;30;3
1103;184;444;285;17
1104;713;693;591;71
1105;108;855;859;36
1106;59;120;870;31
1107;278;939;854;39
1108;76;790;816;20
1109;629;452;701;51
1110;130;704;867;51
1111;299;803;354;95
1112;237;595;113;69
1113;813;781;758;8
1114;974;696;815;5
1115;900;59;501;97
1116;97;9;816;50
1117;742;583;587;69
1118;987;799;397;93
1119;605;58;234;48
1120;65;1000;710;65
1121;724;696;233;82
1122;177;829;210;57
1123;333;334;642;88
1124;642;566;968;88
1125;570;584;411;93
1126;270;720;240;83
1127;876;247;877;12
1128;24;399;565;58
1129;474;955;41;30
1130;341;554;894;77
1131;954;625;345;27
1132;2;237;539;46
1133;884;6;349;2
1134;205;651;707;70
1135;1;239;469;72
1136;715;138;767;74
1137;735;762;660;54
1138;675;586;414;84
1139;349;905;926;96
1140;54;482;662;22
1141;64;437;887;61
1142;322;99;971;55
1143;990;102;855;93
1144;272;988;696;39
1145;124;786;479;11
1146;185;812;421;60
1147;624;942;263;4
1148;595;433;470;6
1149;375;323;926;62
1150;200;736;792;13
1151;33;482;433;44
1152;160;720;200;84
1153;299;251;126;33
1154;829;776;368;9
1155;158;593;641;56
1156;710;855;898;39
1157;57;586;99;25
1158;575;55;899;82
1159;179;44;641;93
1160;551;518;698;63
1161;970;32;77;27
1162;261;224;583;58
1163;268;929;664;2
1164;134;259;707;44
1165;247;280;316;39
1166;845;631;971;82
1167;89;726;587;37
1168;83;904;457;61
1169;962;367;564;22
1170;160;873;409;79
1171;697;440;188;29
1172;58;747;688;21
1173;328;151;957;92
1174;719;86;950;88
1175;321;740;526;72
1176;338;783;935;69
1177;901;511;661;46
1178;502;265;713;82
1179;986;647;968;44
1180;282;576;593;19
1181;310;74;587;21
1182;237;806;818;60
1183;327;489;472;8
1184;782;895;644;88
1185;698;995;619;11
1186;700;823;308;84
1187;962;21;460;61
1188;806;921;359;14
1189;37;415;456;48
1190;662;671;452;85
1191;966;904;548;79
1192;464;816;727;6
1193;436;765;800;57
1194;177;115;198;75
1195;872;491;879;29
1196;324;723;397;13
1197;308;418;663;88
1198;806;980;415;1
1199;591;903;362;88
1200;568;423;328;3
1201;309;215;28;96
1202;671;322;298;97
1203;787;101;785;23
1204;267;253;279;33
1205;138;304;329;66
1206;96;180;407;20
1207;230;74;422;52
1208;117;723;378;79
1209;901;394;477;8
1210;942;223;94;93
1211;81;601;903;86
1212;155;928;549;40
1213;189;175;41;7
1214;664;922;827;5
1215;736;284;752;16
1216;238;109;784;47
1217;638;285;889;86
1218;923;931;70;85
1219;804;92;359;17
1220;950;621;785;54
1221;219;547;828;21
1222;201;719;697;76
1223;506;326;518;69
1224;606;596;688;31
1225;648;389;422;91
1226;223;184;537;10
1227;349;889;894;44
1228;910;504;209;77
1229;450;246;798;33
1230;313;801;377;6
1231;952;448;217;27
1232;216;563;251;2
1233;628;787;468;10
1234;294;286;334;1
1235;439;807;180;6
1236;58;180;277;34
1237;151;320;367;12
1238;498;714;146;59
1239;777;427;408;57
1240;670;53;966;22
1241;656;724;136;10
1242;403;332;5;49
1243;664;415;802;5
1244;503;158;472;14
1245;938;552;247;40
1246;987;866;497;5
1247;81;266;300;70
1248;633;350;799;64
1249;117;454;425;73
1250;460;153;822;42
1251;868;256;234;29
1252;888;978;710;22
1253;313;131;963;46
1254;506;129;507;65
1255;998;469;463;79
1256;920;751;960;78
1257;819;978;40;62
1258;965;897;311;70
1259;755;594;80;61
1260;274;846;343;97
1261;582;143;818;60
1262;159;690;873;87
1263;987;206;981;93
1264;315;395;776;8
1265;363;149;957;54
1266;847;530;290;100
1267;809;217;624;43
1268;445;72;175;68
1269;261;626;919;9
1270;831;237;613;13
1271;425;548;314;95
1272;814;702;266;81
1273;737;238;314;74
1274;353;413;827;83
1275;170;252;885;74
1276;607;187;68;2
1277;968;22;485;100
1278;155;442;935;91
1279;821;371;608;95
1280;610;770;709;50
1281;70;704;107;56
1282;89;662;192;71
1283;6;678;679;42
1284;952;811;894;67
1285;481;15;975;86
1286;19;832;116;4
1287;950;592;407;20
1288;607;743;1;72
1289;22;875;118;83
1290;107;635;527;14
1291;649;506;672;33
1292;965;901;535;32
1293;800;748;643;81
1294;714;720;765;43
1295;771;612;617;96
1296;835;954;544;78
1297;76;478;805;20
1298;384;213;161;1
1299;460;485;1000;44
1300;715;569;54;44
1301;419;836;888;46
1302;382;389;78;91
1303;201;994;413;40
1304;421;273;772;82
1305;75;586;124;22
1306;314;356;229;55
1307;213;657;153;57
1308;583;222;583;82
1309;632;28;366;25
1310;431;439;44;19
1311;524;764;532;81
1312;859;339;242;56
1313;284;663;933;72
1314;428;760;764;98
1315;242;588;598;60
1316;444;65;275;96
1317;779;703;437;30
1318;460;689;309;60
1319;536;746;882;22
1320;420;824;838;8
1321;681;55;520;20
1322;62;815;650;31
1323;952;819;463;59
1324;385;495;690;79
1325;773;678;72;4
1326;814;650;43;28
1327;203;862;360;61
1328;786;11;853;85
1329;820;114;382;36
1330;1;534;425;18
1331;860;729;420;84
1332;443;561;444;37
1333;871;495;164;61
1334;291;838;118;93
1335;72;157;675;39
1336;953;218;455;1
1337;781;310;740;54
1338;515;827;62;43
1339;868;478;808;83
1340;800;704;535;52
1341;805;690;509;71
1342;670;670;897;24
1343;331;756;971;67
1344;664;370;860;93
1345;422;100;36;74
1346;395;176;2;75
1347;539;399;674;46
1348;302;519;116;63
1349;464;171;249;60
1350;986;896;288;11
1351;36;674;375;54
1352;199;598;867;52
1353;216;299;222;58
1354;276;172;274;43
1355;855;366;458;35
1356;380;565;315;14
1357;222;99;663;58
1358;515;755;557;26
1359;235;25;702;53
1360;129;118;785;12
1361;151;220;159;69
1362;515;398;453;37
